,chemical name inn,sccs opinions,chemical iupac name,identified ingredient substance,cmr
1481,Trisodium nitrilotriacetate,"Opinion on the new classification of substances as carcinogenic, mutagenic or toxic to reproduction according to the Commission Regulation 790/2009,Opinion on Trisodium nitrilotriacetate",Trisodium nitrilotriacetate,TRISODIUM NTA,Carcinogenic Cat. 2()
1482,2-Ethylhexyl-2-ethylhexanoate,,2-Ethylhexyl-2-ethylhexanoate,ETHYLHEXYL ETHYLHEXANOATE,Reprotoxic Cat. 2()
1483,Diisobutyl phthalate,,Diisobutyl phthalate,,Reprotoxic Cat. 1B()
1484,"Perfluorooctane sulfonic acid; heptadecafluorooctane-1-sulfonic acid [1];
Potassium perfluorooctanesulfonate; potassium heptadecafluorooctane-1-sulfonate [2];
Diethanolamine perfluorooctane sulfonate [3];
Ammonium perfluorooctane sulfonate; ammonium heptadecafluorooctanesulfonate [4];
Lithium perfluorooctane sulfonate; lithium heptadecafluorooctanesulfonate  [5]",,"Perfluorooctane sulfonic acid; heptadecafluorooctane-1-sulfonic acid [1];
Potassium perfluorooctanesulfonate; potassium heptadecafluorooctane-1-sulfonate [2];
Diethanolamine perfluorooctane sulfonate [3];
Ammonium perfluorooctane sulfonate; ammonium heptadecafluorooctanesulfonate [4];
Lithium perfluorooctane sulfonate; lithium heptadecafluorooctanesulfonate  [5]",,"Reprotoxic Cat. 1B(),Carcinogenic Cat. 2()"
1485,"Ethyl 1-(2,4-dichlorophenyl)5-(trichloromethyl)-1H-1,2,4-triazole-3-carboxylate",,"Ethyl 1-(2,4-dichlorophenyl)5-(trichloromethyl)-1H-1,2,4-triazole-3-carboxylate",,Carcinogenic Cat. 1B()
1486,1-Bromo-2-methylpropyl propionate,,1-Bromo-2-methylpropyl propionate,,Carcinogenic Cat. 2()
1487,Chloro-1-ethylcyclohexyl carbonate,,Chloro-1-ethylcyclohexyl carbonate,,Mutagenic Cat. 2()
1488,"6,6'-Bis(diazo-5,5',6,6'-tetrahydro-5,5'-dioxo)[methylene-bis(5-(6-diazo-5,6-dihydro-5-oxo-1-naphthylsulphonyloxy)-6-methyl-2-phenylene]di(naphthalene-1-sulfonate)",,"6,6'-Bis(diazo-5,5',6,6'-tetrahydro-5,5'-dioxo)[methylene-bis(5-(6-diazo-5,6-dihydro-5-oxo-1-naphthylsulphonyloxy)-6-methyl-2-phenylene]di(naphthalene-1-sulfonate)",,Carcinogenic Cat. 2()
1489,"Trifluralin (ISO); a,a,a-trifluoro-2,6-dinitro-N,N-dipropyl-p-toluidine; 2,6-dinitro-N,N-dipropyl-4-trifluoromethylaniline; N,N-dipropyl-2,6-dinitro-4-trifluoromethylaniline",,"Trifluralin (ISO); a,a,a-trifluoro-2,6-dinitro-N,N-dipropyl-p-toluidine; 2,6-dinitro-N,N-dipropyl-4-trifluoromethylaniline; N,N-dipropyl-2,6-dinitro-4-trifluoromethylaniline",,Carcinogenic Cat. 2()
1490,4-Mesyl-2-nitrotoluene,,4-Mesyl-2-nitrotoluene,,Reprotoxic Cat. 2()
1491,"Triammonium 4-[4-[7-(4-carboxylatoanilino)-1-hydroxy-3-sulfonato-2-naphthylazo]-2,5-dimethoxyphenylazo]benzoate",,"Triammonium 4-[4-[7-(4-carboxylatoanilino)-1-hydroxy-3-sulfonato-2-naphthylazo]-2,5-dimethoxyphenylazo]benzoate",,Reprotoxic Cat. 2()
1492,"Reaction mass of: triammonium 6-amino-3-((2,5-diethoxy-4-(3-phosphonophenyl)azo)phenyl)azo-4-hydroxy-2-naphthalenesulfonate; diammonium 3-((4-((7-amino-1-hydroxy-3-sulfo-naphthalen-2-yl)azo)-2,5-diethoxyphenyl)azo)benzoate",,"Reaction mass of: triammonium 6-amino-3-((2,5-diethoxy-4-(3-phosphonophenyl)azo)phenyl)azo-4-hydroxy-2-naphthalenesulfonate; diammonium 3-((4-((7-amino-1-hydroxy-3-sulfo-naphthalen-2-yl)azo)-2,5-diethoxyphenyl)azo)benzoate",,Reprotoxic Cat. 2()
1493,"N,N'-Diacetylbenzidine",,"N,N'-Diacetylbenzidine",,"Carcinogenic Cat. 1B(),Mutagenic Cat. 2()"
1494,Cyclohexylamine,,Cyclohexylamine,CYCLOHEXYLAMINE,Reprotoxic Cat. 2()
1495,Piperazine,,Piperazine,,Reprotoxic Cat. 2()
1496,Hydroxylamine,,Hydroxylamine,,Carcinogenic Cat. 2()
1497,"Hydroxylammonium chloride; hydroxylamine hydrochloride [1];
Bis(hydroxylammonium) sulfate; hydroxylamine sulfate (2:1) [2]",,"Hydroxylammonium chloride; hydroxylamine hydrochloride [1];
Bis(hydroxylammonium) sulfate; hydroxylamine sulfate (2:1)  [2]",,Carcinogenic Cat. 2()
1498,"Diaminotoluene, methyl-phenylenediamine, technical product-reaction mass of [4-methyl-m-phenylenediamine and 2-methyl-m-phenylenediamine]",,"Diaminotoluene, methyl-phenylenediamine, technical product-reaction mass of [4-methyl-m-phenylenediamine and 2-methyl-m-phenylenediamine]",,"Carcinogenic Cat. 1B(),Mutagenic Cat. 2(),Reprotoxic Cat. 2()"
1499,Mepanipyrim; 4-methyl-N-phenyl-6-(1-propynyl)-2-pyrimidinamine,,Mepanipyrim; 4-methyl-N-phenyl-6-(1-propynyl)-2-pyrimidinamine,,Carcinogenic Cat. 2()
1500,"Hydroxylammonium hydrogensulfate; hydroxylamine sulfate(1:1) [1];
Hydroxylamine phosphate [2];
Hydroxylamine dihydrogenphosphate [3];
Hydroxylamine 4-methylbenzenesulfonate [4]",,"Hydroxylammonium hydrogensulfate; hydroxylamine sulfate(1:1) [1];
Hydroxylamine phosphate [2];
Hydroxylamine dihydrogenphosphate [3];
Hydroxylamine 4-methylbenzenesulfonate [4]",,Carcinogenic Cat. 2()
1501,(3-Chloro-2-hydroxypropyl) trimethylammonium chloride,,(3-Chloro-2-hydroxypropyl) trimethylammonium chloride,,Carcinogenic Cat. 2()
1502,"Biphenyl-3,3',4,4'-tetrayltetraamine; diaminobenzidine",,"Biphenyl-3,3',4,4'-tetrayltetraamine; diaminobenzidine",,"Carcinogenic Cat. 1B(),Mutagenic Cat. 2()"
1503,"Piperazine hydrochloride [1];
Piperazine dihydrochloride [2];
Piperazine phosphate [3]",,"Piperazine hydrochloride [1];
Piperazine dihydrochloride [2];
Piperazine phosphate [3]",,Reprotoxic Cat. 2()
1504,3-(Piperazin-1-yl)-benzo[d]isothiazole hydrochloride,,3-(Piperazin-1-yl)-benzo[d]isothiazole hydrochloride,,Reprotoxic Cat. 2()
1505,2-Ethylphenylhydrazine hydrochloride,,2-Ethylphenylhydrazine hydrochloride,,Carcinogenic Cat. 2()
1506,(2-Chloroethyl)(3-hydroxypropyl)ammonium chloride,,(2-Chloroethyl)(3-hydroxypropyl)ammonium chloride,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()"
1507,"4-[(3-Chlorophenyl)(1H-imidazol-1-yl)methyl]-1,2-benzenediamine dihydrochloride",,"4-[(3-Chlorophenyl)(1H-imidazol-1-yl)methyl]-1,2-benzenediamine dihydrochloride",,Reprotoxic Cat. 2()
1508,"Chloro-N,N-dimethylformiminium chloride",,"Chloro-N,N-dimethylformiminium chloride",,Reprotoxic Cat. 1B()
1509,7-Methoxy-6-(3-morpholin-4-yl-propoxy)-3H-quinazolin-4-one,,7-Methoxy-6-(3-morpholin-4-yl-propoxy)-3H-quinazolin-4-one,,Reprotoxic Cat. 1B()
1510,Reaction products of diisopropanolamine with formaldehyde (1:4),,Reaction products of diisopropanolamine with formaldehyde (1:4),,Carcinogenic Cat. 2()
1511,3-Chloro-4-(3-fluorobenzyloxy)aniline,,3-Chloro-4-(3-fluorobenzyloxy)aniline,,Mutagenic Cat. 2()
1512,"Ethidium bromide; 3,8-diamino-1-ethyl-6-phenylphenantridinium bromide",,"Ethidium bromide; 3,8-diamino-1-ethyl-6-phenylphenantridinium bromide",,Mutagenic Cat. 2()
1513,"(R,S)-2-Amino-3,3-dimethylbutane amide",,"(R,S)-2-Amino-3,3-dimethylbutane amide",,Reprotoxic Cat. 2()
1514,3-Amino-9-ethyl carbazole; 9-ethylcarbazol-3-ylamine,,3-Amino-9-ethyl carbazole; 9-ethylcarbazol-3-ylamine,,Carcinogenic Cat. 1B()
1515,(6R-trans)-1-((7-Ammonio-2-carboxylato-8-oxo-5-thia-1-azabicyclo-[4.2.0]oct-2-en-3-yl)methyl)pyridinium iodide,,(6R-trans)-1-((7-Ammonio-2-carboxylato-8-oxo-5-thia-1-azabicyclo-[4.2.0]oct-2-en-3-yl)methyl)pyridinium iodide,,Mutagenic Cat. 2()
1516,Forchlorfenuron (ISO); 1-(2-chloro-4-pyridyl)-3-phenylurea,,Forchlorfenuron (ISO); 1-(2-chloro-4-pyridyl)-3-phenylurea,,Carcinogenic Cat. 2()
1517,"Tetrahydro-1,3-dimethyl-1H-pyrimidin-2-one; dimethyl propyleneurea",,"Tetrahydro-1,3-dimethyl-1H-pyrimidin-2-one; dimethyl propyleneurea",,Reprotoxic Cat. 2()
1518,Quinoline,,Quinoline,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 2()"
1519,"Ketoconazole; 1-[4-[4-[[(2SR,4RS)-2-(2,4-dichlorophenyl)-2-(imidazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]piperazin-1-yl]ethanone",,"Ketoconazole; 1-[4-[4-[[(2SR,4RS)-2-(2,4-dichlorophenyl)-2-(imidazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]piperazin-1-yl]ethanone",KETOCONAZOLE,Reprotoxic Cat. 1B()
1520,"Metconazole (ISO); (1RS,5RS;1RS,5SR)-5-(4-chlorobenzyl)-2,2-dimethyl-1-(1H-1,2,4-triazol-1-ylmethyl)cyclopentanol",,"Metconazole (ISO); (1RS,5RS;1RS,5SR)-5-(4-chlorobenzyl)-2,2-dimethyl-1-(1H-1,2,4-triazol-1-ylmethyl)cyclopentanol",,Reprotoxic Cat. 2()
1521,Potassium 1-methyl-3-morpholinocarbonyl-4-[3-(1-methyl-3-morpholinocarbonyl-5-oxo-2-pyrazolin-4-ylidene)-1-propenyl]pyrazole-5-olate,,Potassium 1-methyl-3-morpholinocarbonyl-4-[3-(1-methyl-3-morpholinocarbonyl-5-oxo-2-pyrazolin-4-ylidene)-1-propenyl]pyrazole-5-olate,,Reprotoxic Cat. 1B()
1522,"N,N',N''-Tris(2-methyl-2,3-epoxypropyl)-perhydro-2,4,6-oxo-1,3,5-triazine",,"N,N',N''-Tris(2-methyl-2,3-epoxypropyl)-perhydro-2,4,6-oxo-1,3,5-triazine",,Mutagenic Cat. 2()
1523,Trimethylopropane tri(3-aziridinylpropanoate); (TAZ),,Trimethylopropane tri(3-aziridinylpropanoate); (TAZ),,Mutagenic Cat. 2()
1524,"4,4'-Methylenediphenyl diisocyanate; diphenylmethane-4,4'-diisocyanate [1];
2,2'-Methylenediphenyl diisocyanate; diphenylmethane-2,2'-diisocyanate [2];
o-(p-Isocyanatobenzyl)phenyl isocyanate; diphenylmethane-2,4'-diisocyanate [3];
Methylenediphenyl diisocyanate [4]",,"4,4'-Methylenediphenyl diisocyanate; diphenylmethane-4,4'-diisocyanate [1];
2,2'-Methylenediphenyl diisocyanate; diphenylmethane-2,2'-diisocyanate [2];
o-(p-Isocyanatobenzyl)phenyl isocyanate; diphenylmethane-2,4'-diisocyanate [3];
Methylenediphenyl diisocyanate [4]",METHYLENE DIPHENYL DIISOCYANATE,Carcinogenic Cat. 2()
1525,"Cinidon ethyl (ISO); ethyl (Z)-2-chloro-3-[2-chloro-5-(cyclohex-1-ene-1,2-dicarboximido)phenyl]acrylate",,"Cinidon ethyl (ISO); ethyl (Z)-2-chloro-3-[2-chloro-5-(cyclohex-1-ene-1,2-dicarboximido)phenyl]acrylate",,Carcinogenic Cat. 2()
1526,"N-[6,9-Dihydro-9-[[2-hydroxy-1-(hydroxymethyl)ethoxy]methyl]-6-oxo-1H-purin-2-yl]acetamide",,"N-[6,9-Dihydro-9-[[2-hydroxy-1-(hydroxymethyl)ethoxy]methyl]-6-oxo-1H-purin-2-yl]acetamide",,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B(),Reprotoxic Cat. 1B()"
1527,"Dimoxystrobin (ISO); (E)-2-(methoxyimino)-N-methyl-2-[a-(2,5-xylyloxy)-o-tolyl]acetamide",,"Dimoxystrobin (ISO); (E)-2-(methoxyimino)-N-methyl-2-[a-(2,5-xylyloxy)-o-tolyl]acetamide",,"Carcinogenic Cat. 2(),Reprotoxic Cat. 2()"
1528,"N,N-(Dimethylamino)thioacetamide hydrochloride",,"N,N-(Dimethylamino)thioacetamide hydrochloride",,Reprotoxic Cat. 1B()
1529,"Reaction mass of: 2,2'-[(3,3'-dichloro[1,1'-biphenyl]-4,4'-diyl)bis(azo)]bis[N-(2,4-dimethylphenyl)]-3-oxo-butanamide; 2-[[3,3'-dichloro-4'-[[1[[(2,4-dimethylphenyl)amino]carbonyl]-2-oxopropyl]azo][1,1'-biphenyl]-4-yl]azo]-N-(2-methylphenyl)-3-oxo-butanamide; 2-[[3,3'-dichloro-4'-[[1[[(2,4-dimethylphenyl)amino]carbonyl]-2-oxopropyl]azo][1,1'- biphenyl]-4-yl]azo]-N-(2-carboxylphenyl)-3- oxo-butanamide",,"Reaction mass of: 2,2'-[(3,3'-dichloro[1,1'-biphenyl]-4,4'-diyl)bis(azo)]bis[N-(2,4-dimethylphenyl)]-3-oxo-butanamide; 2-[[3,3'-dichloro-4'-[[1[[(2,4-dimethylphenyl)amino]carbonyl]-2-oxopropyl]azo][1,1'-biphenyl]-4-yl]azo]-N-(2-methylphenyl)-3-oxo-butanamide; 2-[[3,3'-dichloro-4'-[[1[[(2,4-dimethylphenyl)amino]carbonyl]-2-oxopropyl]azo][1,1'- biphenyl]-4-yl]azo]-N-(2-carboxylphenyl)-3- oxo-butanamide",,Carcinogenic Cat. 2()
1530,"Petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",,"Petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()"
1531,"Petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,005 % w/w benzo[a]pyrene",,"Petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,005 % w/w benzo[a]pyrene",,Carcinogenic Cat. 1B()
1532,"Petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",,"Petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()"
1533,"Petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",,"Petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",,"Carcinogenic Cat. 1A(),Mutagenic Cat. 1B()"
1534,Tris[2-chloro-1-(chloromethyl)ethyl] phosphate,,Tris[2-chloro-1-(chloromethyl)ethyl] phosphate,,Carcinogenic Cat. 2()
1535,Indium phosphide,,Indium phosphide,,"Carcinogenic Cat. 1B(),Reprotoxic Cat. 2()"
1536,Trixylyl phosphate,,Trixylyl phosphate,,Reprotoxic Cat. 1B()
1537,"Hexabromocyclododecane [1];
1,2,5,6,9,10-Hexabromocyclododecane [2]",,"Hexabromocyclododecane [1];
1,2,5,6,9,10-Hexabromocyclododecane [2]",,Reprotoxic Cat. 2()
1538,Tetrahydrofuran,,Tetrahydrofuran,,Carcinogenic Cat. 2()
1539,Abamectin (combination of avermectin B1a and avermectin B1b) (ISO) [1]; Avermectin B1a [2],,Abamectin (combination of avermectin B1a and avermectin B1b) (ISO) [1]; Avermectin B1a [2],,Reprotoxic Cat. 2()
1540,4-tert-Butylbenzoic acid,,4-tert-Butylbenzoic acid,4-T-BUTYLBENZOIC ACID,Reprotoxic Cat. 1B()
1541,"Leucomalachite green; N,N,N',N'-tetramethyl-4,4'-benzylidenedianiline",,"Leucomalachite green; N,N,N',N'-tetramethyl-4,4'-benzylidenedianiline",,"Carcinogenic Cat. 2(),Mutagenic Cat. 2()"
1542,Fuberidazole (ISO); 2-(2-furyl)-1H-benzimidazole,,Fuberidazole (ISO); 2-(2-furyl)-1H-benzimidazole,,Carcinogenic Cat. 2()
1543,"Metazachlor (ISO); 2-chloro-N-(2,6-dimethylphenyl)-N-(1H-pyrazol-1-ylmethyl)acetamide",,"Metazachlor (ISO); 2-chloro-N-(2,6-dimethylphenyl)-N-(1H-pyrazol-1-ylmethyl)acetamide",,Carcinogenic Cat. 2()
1544,Di-tert-butyl peroxide,,Di-tert-butyl peroxide,,Mutagenic Cat. 2()
1545,Trichloromethylstannane,,Trichloromethylstannane,,Reprotoxic Cat. 2()
1546,"2-Ethylhexyl 10-ethyl-4-[[2-[(2-ethylhexyl)oxy]-2-oxoethyl]thio]-4-methyl-7-oxo-8-oxa-3,5-dithia-4-stannatetradecanoate",,"2-Ethylhexyl 10-ethyl-4-[[2-[(2-ethylhexyl)oxy]-2-oxoethyl]thio]-4-methyl-7-oxo-8-oxa-3,5-dithia-4-stannatetradecanoate",,Reprotoxic Cat. 2()
1547,"2-Ethylhexyl 10-ethyl-4,4-dioctyl-7-oxo-8-oxa-3,5-dithia-4-stannatetradecanoate",,"2-Ethylhexyl 10-ethyl-4,4-dioctyl-7-oxo-8-oxa-3,5-dithia-4-stannatetradecanoate",,Reprotoxic Cat. 1B()
1548,"Sulcotrione (ISO); 2-[2-chloro-4-(methylsulfonyl)benzoyl]cyclohexane-1,3-dione",,"Sulcotrione (ISO); 2-[2-chloro-4-(methylsulfonyl)benzoyl]cyclohexane-1,3-dione",,Reprotoxic Cat. 2()
1549,"Bifenthrin (ISO); (2-methylbiphenyl-3-yl)methyl rel-(1R,3R)-3-[(1Z)-2-chloro-3,3,3-trifluoroprop-1-en-1-yl]-2,2-dimethylcyclopropanecarboxylate",,"Bifenthrin (ISO); (2-methylbiphenyl-3-yl)methyl rel-(1R,3R)-3-[(1Z)-2-chloro-3,3,3-trifluoroprop-1-en-1-yl]-2,2-dimethylcyclopropanecarboxylate",,Carcinogenic Cat. 2()
1550,Dihexyl phthalate,,Dihexyl phthalate,,Reprotoxic Cat. 1B()
1551,Ammonium pentadecafluorooctanoate,,Ammonium pentadecafluorooctanoate,,"Reprotoxic Cat. 1B(),Carcinogenic Cat. 2()"
1552,Perfluorooctanoic acid,,Perfluorooctanoic acid,,"Reprotoxic Cat. 1B(),Carcinogenic Cat. 2()"
1553,N-Ethyl-2-pyrrolidone; 1-ethylpyrrolidin-2-one,,N-Ethyl-2-pyrrolidone; 1-ethylpyrrolidin-2-one,ETHYL PYRROLIDONE,Reprotoxic Cat. 1B()
1554,Proquinazid (ISO); 6-iodo-2-propoxy-3-propylquinazolin-4(3H)-one,,Proquinazid (ISO); 6-iodo-2-propoxy-3-propylquinazolin-4(3H)-one,,Carcinogenic Cat. 2()
1555,Gallium arsenide,,Gallium arsenide,,"Carcinogenic Cat. 1B(),Reprotoxic Cat. 1B()"
1556,Vinyl acetate,,Vinyl acetate,VINYL ACETATE,Carcinogenic Cat. 2()
1557,Aclonifen (ISO); 2-chloro-6-nitro-3-phenoxyaniline,,Aclonifen (ISO); 2-chloro-6-nitro-3-phenoxyaniline,,Carcinogenic Cat. 2()
1558,"2-Ethylhexyl 10-ethyl-4,4-dimethyl-7-oxo-8-oxa-3,5-dithia-4-stannatetradecanoate",,"2-Ethylhexyl 10-ethyl-4,4-dimethyl-7-oxo-8-oxa-3,5-dithia-4-stannatetradecanoate",,Reprotoxic Cat. 2()
1559,Dimethyltin dichloride,,Dimethyltin dichloride,,Reprotoxic Cat. 2()
1560,4-Vinylcyclohexene,,4-Vinylcyclohexene,,Carcinogenic Cat. 2()
1561,Tralkoxydim (ISO); 2-(N-ethoxypropanimidoyl)-3-hydroxy-5-mesitylcyclohex-2-en-1-one,,Tralkoxydim (ISO); 2-(N-ethoxypropanimidoyl)-3-hydroxy-5-mesitylcyclohex-2-en-1-one,,Carcinogenic Cat. 2()
1562,Cycloxydim (ISO); 2-(N-ethoxybutanimidoyl)-3-hydroxy-5-(tetrahydro-2H-thiopyran-3-yl)cyclohex-2-en-1-one,,Cycloxydim (ISO); 2-(N-ethoxybutanimidoyl)-3-hydroxy-5-(tetrahydro-2H-thiopyran-3-yl)cyclohex-2-en-1-one,,Reprotoxic Cat. 2()
1563,"Fluazinam (ISO); 3-chloro-N-[3-chloro-2,6-dinitro-4-(trifluoromethyl)phenyl]-5-(trifluoromethyl)pyridin-2-amine",,"Fluazinam (ISO); 3-chloro-N-[3-chloro-2,6-dinitro-4-(trifluoromethyl)phenyl]-5-(trifluoromethyl)pyridin-2-amine",,Reprotoxic Cat. 2()
1564,"Penconazole (ISO); 1-[2-(2,4-dichlorophenyl)pentyl]-1H-1,2,4-triazole",,"Penconazole (ISO); 1-[2-(2,4-dichlorophenyl)pentyl]-1H-1,2,4-triazole",,Reprotoxic Cat. 2()
1565,Fenoxycarb (ISO); ethyl [2-(4-phenoxyphenoxy)ethyl]carbamate,,Fenoxycarb (ISO); ethyl [2-(4-phenoxyphenoxy)ethyl]carbamate,,Carcinogenic Cat. 2()
1566,Styrene,,Styrene,STYRENE,Reprotoxic Cat. 2()
1567,Tetrahydro-2-furylmethanol; tetrahydrofurfuryl alcohol,,Tetrahydro-2-furylmethanol; tetrahydrofurfuryl alcohol,TETRAHYDROFURFURYL ALCOHOL,Reprotoxic Cat. 1B()
1568,Formaldehyde,,Formaldehyde,FORMALDEHYDE,"Carcinogenic Cat. 1B(),Mutagenic Cat. 2()"
1569,Paraformaldehyde,,Paraformaldehyde,,Carcinogenic Cat. 2()
1570,Methanediol; methylene glycol,,Methanediol; methylene glycol,METHYLENE GLYCOL,
1571,Cymoxanil (ISO); 2-cyano-N-[(ethylamino)carbonyl]-2-(methoxyimino)acetamide,,Cymoxanil (ISO); 2-cyano-N-[(ethylamino)carbonyl]-2-(methoxyimino)acetamide,,Reprotoxic Cat. 2()
1572,Tributyltin compounds,,Tributyltin compounds,,Reprotoxic Cat. 1B()
1573,"Tembotrione (ISO); 2-{2-chloro-4-(methylsulfonyl)-3-[(2,2,2-trifluoroethoxy)methyl]benzoyl}cyclohexane-1,3-dione",,"Tembotrione (ISO); 2-{2-chloro-4-(methylsulfonyl)-3-[(2,2,2-trifluoroethoxy)methyl]benzoyl}cyclohexane-1,3-dione",,Reprotoxic Cat. 2()
1574,"1,2-Benzenedicarboxylic acid, dihexyl ester, branched and linear",,"1,2-Benzenedicarboxylic acid, dihexyl ester, branched and linear",,Reprotoxic Cat. 1B()
1575,"Spirotetramat (ISO); (5s,8s)-3-(2,5-dimethylphenyl)-8-methoxy-2-oxo-1-azaspiro[4,5]dec-3-en-4-yl ethyl carbonate",,"Spirotetramat (ISO); (5s,8s)-3-(2,5-dimethylphenyl)-8-methoxy-2-oxo-1-azaspiro[4,5]dec-3-en-4-yl ethyl carbonate",,Reprotoxic Cat. 2()
1576,"Dodemorph acetate; 4-cyclododecyl-2,6-dimethylmorpholin-4-ium acetate",,"Dodemorph acetate; 4-cyclododecyl-2,6-dimethylmorpholin-4-ium acetate",,Reprotoxic Cat. 2()
1577,"Triflusulfuron-methyl; methyl 2-({[4-(dimethylamino)-6-(2,2,2- trifluoroethoxy)-1,3,5-triazin-2- yl]carbamoyl}sulfamoyl)-3- methylbenzoate",,"Triflusulfuron-methyl; methyl 2-({[4-(dimethylamino)-6-(2,2,2- trifluoroethoxy)-1,3,5-triazin-2- yl]carbamoyl}sulfamoyl)-3- methylbenzoate",,Carcinogenic Cat. 2()
1578,"Imazalil (ISO); 1-[2-(allyloxy)-2-(2,4-dichlorophenyl)ethyl]-1H-imidazole",,"Imazalil (ISO); 1-[2-(allyloxy)-2-(2,4-dichlorophenyl)ethyl]-1H-imidazole",,Carcinogenic Cat. 2()
1579,"Dodemorph (ISO); 4-cyclododecyl-2,6-dimethylmorpholine",,"Dodemorph (ISO); 4-cyclododecyl-2,6-dimethylmorpholine",,Reprotoxic Cat. 2()
1580,Imidazole,,Imidazole,IMIDAZOLE,Reprotoxic Cat. 1B()
1581,"Lenacil (ISO); 3-cyclohexyl-6,7-dihydro-1H-cyclopenta[d]pyrimidine-2,4(3H,5H)-dione",,"Lenacil (ISO); 3-cyclohexyl-6,7-dihydro-1H-cyclopenta[d]pyrimidine-2,4(3H,5H)-dione",,Carcinogenic Cat. 2()
1582,"Metosulam (ISO); N-(2,6-dichloro-3-methylphenyl)-5,7-dimethoxy[1,2,4]triazolo[1,5-a]pyrimidine-2-sulfonamide",,"Metosulam (ISO); N-(2,6-dichloro-3-methylphenyl)-5,7-dimethoxy[1,2,4]triazolo[1,5-a]pyrimidine-2-sulfonamide",,Carcinogenic Cat. 2()
1583,2-Methyl-1-(4-methylthiophenyl)-2-morpholino-propan 1-one,,2-Methyl-1-(4-methylthiophenyl)-2-morpholino-propan 1-one,METHYLTHIOPHENYL MORPHOLINO ISOBUTANONE,Reprotoxic Cat. 1B()
1584,"2,3-Epoxypropyl methacrylate; glycidyl methacrylate",,"2,3-Epoxypropyl methacrylate; glycidyl methacrylate",,"Carcinogenic Cat. 1B(),Reprotoxic Cat. 1B(),Mutagenic Cat. 2()"
1585,"Spiroxamine (ISO); 8-tert-butyl-1,4-dioxaspirol[4.5]decan-2-ylmethyl(ethyl)(propyl)amine",,"Spiroxamine (ISO); 8-tert-butyl-1,4-dioxaspirol[4.5]decan-2-ylmethyl(ethyl)(propyl)amine",,Reprotoxic Cat. 2()
1586,Cyanamide; carbanonitril,,Cyanamide; carbanonitril,,"Carcinogenic Cat. 2(),Reprotoxic Cat. 2()"
1587,"Cyproconazole (ISO); (2RS,3RS;2RS,3SR)-2-(4-chlorophenyl)-3-cyclopropyl-1-(1H-1,2,4-triazol-1-yl)butan-2-ol",,"Cyproconazole (ISO); (2RS,3RS;2RS,3SR)-2-(4-chlorophenyl)-3-cyclopropyl-1-(1H-1,2,4-triazol-1-yl)butan-2-ol",,Reprotoxic Cat. 1B()
1588,Silver zinc zeolite,,Silver zinc zeolite,AMMONIUM SILVER ZINC ALUMINUM SILICATE,Reprotoxic Cat. 2()
1589,Cadmium carbonate,,Cadmium carbonate,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()"
1590,Cadmium hydroxide; cadmium dihydroxide,,Cadmium hydroxide; cadmium dihydroxide,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()"
1591,Cadmium nitrate; cadmium dinitrate,,Cadmium nitrate; cadmium dinitrate,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()"
1592,Dibutyltin dilaurate; dibutyl[bis(dodecanoyloxy)] stannane,,Dibutyltin dilaurate; dibutyl[bis(dodecanoyloxy)] stannane,,"Reprotoxic Cat. 1B(),Mutagenic Cat. 2()"
1593,Clorofene; chlorophene; 2-benzyl-4-chlorophenol,,Clorofene; chlorophene; 2-benzyl-4-chlorophenol,CHLOROPHENE,"Carcinogenic Cat. 2(),Reprotoxic Cat. 2()"
1594,"Anthraquinone; 9,10-anthraquinone",,"Anthraquinone; 9,10-anthraquinone; 9,10-dihydroanthracene-9,10-dione",ANTHRAQUINONE,Carcinogenic Cat. 1B()
